Age,Gender,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
31,Male,110680,782,37605,Business,Employed,8,Excellent,0.30257592,123105,3,Jamesstad,VA,Greece,0,0,Medium
67,Non-binary,58664,652,9748,Business,Employed,8,Fair,0.407569619,281653,2,Charleschester,SC,Senegal,,2,Low
29,Male,83211,754,49587,Home,Employed,3,Fair,0.437862103,209931,4,Bennettbury,CA,Jordan,4,0,Medium
65,Male,98314,625,27295,Auto,Employed,3,Excellent,0.455985401,292546,3,North Ronaldfort,SC,Serbia,2,1,High
65,Male,42887,677,27628,Business,Self-employed,14,Fair,0.13517621,218768,,Michaelhaven,FL,Cuba,2,0,High
66,Non-binary,111544,748,22812,Home,Self-employed,7,Fair,0.55140403,281631,3,Hernandezchester,OH,Malawi,0,0,Low
66,Female,33107,794,13463,Business,Self-employed,16,Fair,0.212985165,24387,4,East Dan,ID,Saint Martin,0,0,Low
34,Female,22703,665,31274,Auto,Self-employed,11,Excellent,0.417962284,103999,0,New Kiara,CA,Oman,4,0,High
59,Female,68120,657,34122,Home,Employed,17,Excellent,0.550016182,100167,1,Perkinsbury,ME,Cote d'Ivoire,3,2,Medium
52,Female,110179,749,42559,Personal,Self-employed,15,Fair,0.525626534,132745,2,North William,VI,Western Sahara,2,1,High
32,Female,96230,671,48015,Home,Unemployed,19,Excellent,0.538377405,96225,,Lake Brian,OR,Turkmenistan,1,2,Medium
28,Female,42030,665,15203,Auto,Self-employed,3,Fair,0.101513769,120645,4,Michaelchester,WA,Armenia,1,0,Low
63,Male,97614,601,40182,Home,Self-employed,17,Fair,0.470057371,240712,4,North Tammy,FL,Colombia,4,0,Medium
51,Male,104075,693,49212,Auto,Employed,10,Fair,0.297267127,45516,2,Walkermouth,NC,Palau,2,1,Low
24,Female,115157,737,33707,Home,Employed,2,Fair,0.287578231,281687,0,West Brittney,AR,Sierra Leone,1,0,Medium
58,Male,49482,729,19101,Auto,Unemployed,9,Poor,0.399701221,261115,,New Robertchester,UT,Thailand,2,0,Low
33,Male,91980,668,20234,Home,Self-employed,19,Poor,0.247261083,182945,,Dawnbury,TX,Oman,3,1,Low
67,Male,31333,770,21238,Personal,Employed,15,Fair,0.12386906,101545,2,Lake Kellyfort,LA,Fiji,0,1,Medium
63,Male,33403,627,36664,Personal,Employed,2,Poor,0.206581809,24674,3,Harrisonside,PA,Afghanistan,3,0,Medium
56,Non-binary,77751,683,42422,Home,Employed,15,Excellent,0.462628924,206056,0,Port Sabrinaberg,LA,Lao People's Democratic Republic,3,1,Medium
36,Male,112302,793,12611,Business,Unemployed,9,Excellent,0.360279078,228333,1,West Peter,PR,Guyana,0,2,Low
59,Male,21316,682,13911,Personal,Unemployed,5,Good,0.168292444,80096,4,Port Hannah,NM,Tajikistan,2,0,Low
38,Male,90600,684,27579,Business,Employed,18,Fair,0.378533718,76653,3,Port Brianamouth,SD,Canada,4,0,Medium
26,Male,81336,644,24553,Business,Employed,12,Good,0.408051121,239452,2,Gonzalesstad,KS,Libyan Arab Jamahiriya,0,0,Low
32,Female,94165,709,12136,Personal,Self-employed,10,Excellent,0.477534127,170005,1,Hunterview,CA,Kyrgyz Republic,3,0,High
67,Female,38300,716,29966,Auto,Unemployed,5,Excellent,0.18815423,264088,0,Lake Jasonside,RI,Sudan,4,1,Low
31,Non-binary,81046,657,18011,Business,Employed,17,Excellent,0.387406102,79741,4,South Jeff,TX,Aruba,0,1,Medium
29,Female,32697,727,45722,Auto,Unemployed,1,Excellent,0.17658116,49951,,South Jessicafurt,OK,Tuvalu,4,2,Medium
50,Female,48520,751,14121,Personal,Unemployed,16,Good,0.569415915,214041,3,Morenoborough,WA,Guinea,4,0,Low
51,Male,21783,686,31157,Personal,Unemployed,13,Good,0.226281878,22824,0,Shepardfurt,IN,Cape Verde,4,0,Low
26,Male,35076,616,33499,Personal,Employed,4,Fair,0.309894382,241425,0,North Angela,ID,Andorra,3,0,Low
55,Male,64713,762,16304,Business,Self-employed,11,Fair,0.526407919,244760,2,East Jacobfort,PR,Uganda,4,1,Low
33,Non-binary,46110,666,17624,Personal,Unemployed,0,Good,0.568873615,101322,4,South Deborahborough,KS,Vanuatu,1,2,Medium
42,Female,56345,639,38065,Business,Unemployed,5,Fair,0.487271589,163286,2,New Mary,NM,Saint Pierre and Miquelon,0,0,Low
59,Female,41711,766,44543,Business,Self-employed,1,Good,0.382859589,291507,3,New Derek,RI,Hong Kong,0,2,Low
43,Non-binary,76982,773,13838,Business,Self-employed,9,Good,0.503690999,184426,0,Wrightburgh,GA,Poland,2,0,Low
59,Male,76332,720,43813,Home,Self-employed,3,Excellent,0.249117186,180807,1,West Markhaven,NY,Palestinian Territory,1,2,Low
43,Non-binary,70969,694,23008,Personal,Employed,14,Fair,0.189713053,71616,,North Sandra,ID,Pitcairn Islands,,1,Low
36,Non-binary,119449,711,13482,Business,Unemployed,15,Fair,0.466426757,289477,0,West James,PW,Kuwait,0,1,Low
52,Male,48564,626,14969,Auto,Employed,3,Good,0.278043394,227102,0,Mcdonaldstad,OK,Sudan,0,2,Medium
66,Female,66978,671,20590,Personal,Self-employed,4,Fair,0.172828802,159592,4,South Lisatown,RI,Cook Islands,1,0,Low
47,Non-binary,49553,720,11103,Auto,Unemployed,9,Excellent,0.292267959,214331,2,Hufffurt,MA,Uzbekistan,2,2,High
56,Female,50209,633,26556,Home,Self-employed,4,Poor,0.267822373,299788,2,Joelside,WY,Holy See (Vatican City State),,1,Low
26,Non-binary,58051,742,20180,Personal,Unemployed,5,Good,0.225142404,170046,2,Smithmouth,IL,Guernsey,3,1,Low
37,Male,85206,617,18763,Home,Self-employed,2,Poor,0.140244082,77080,3,Scottburgh,MH,Aruba,3,2,Low
29,Non-binary,61003,675,38875,Auto,Unemployed,19,Good,0.41639054,94609,3,Maldonadoborough,FM,Bhutan,1,0,Low
56,Non-binary,22882,708,19068,Home,Employed,8,Fair,0.405214608,124941,2,Annaborough,KY,Guam,1,1,Low
52,Male,96593,656,46732,Home,Employed,3,Excellent,0.340954339,83728,0,South Donaldburgh,NV,Yemen,2,0,Medium
47,Male,89180,676,25349,Auto,Unemployed,7,Excellent,0.493316842,46714,,New Matthew,CT,British Indian Ocean Territory (Chagos Archipelago),1,2,Low
30,Non-binary,62732,773,34210,Auto,Unemployed,6,Fair,0.228369525,257721,2,Craigburgh,AZ,Luxembourg,1,2,High
18,Non-binary,30528,622,5576,Business,Employed,17,Excellent,0.466036796,30533,0,Russellfort,RI,Central African Republic,1,0,Low
49,Female,71341,794,49107,Business,Unemployed,12,Poor,0.175569163,41105,1,North Brett,NE,Central African Republic,0,1,Low
49,Female,27045,611,47970,Auto,Employed,3,Poor,0.170588575,65751,2,North Kellyfort,PR,Iran,0,2,High
29,Male,95449,720,33414,Business,Unemployed,17,Excellent,0.406111251,160191,2,Port Cathyfort,AL,Dominica,4,2,Medium
24,Male,21949,642,36062,Home,Self-employed,17,Poor,0.233166923,252969,4,South Kimberly,CT,Papua New Guinea,0,1,Low
61,Male,56303,759,16433,Auto,Self-employed,11,Good,0.135523679,290905,2,Lake Casey,LA,Uganda,,2,Low
33,Non-binary,93916,678,37705,Personal,Unemployed,11,Poor,0.384722059,118122,4,Taylorview,AZ,Tonga,,1,Medium
35,Non-binary,112303,759,30699,Auto,Employed,11,Fair,0.119321556,141765,,Brendaview,MI,French Polynesia,4,2,Low
46,Non-binary,48875,713,40866,Personal,Self-employed,4,Good,0.182277969,289942,0,Martinezfort,PR,Tokelau,1,0,High
33,Male,25690,762,27047,Business,Unemployed,14,Good,0.424819703,124512,,Jasonborough,NC,Colombia,2,2,Medium
25,Non-binary,24992,775,36711,Home,Unemployed,3,Good,0.294161586,264267,2,North Charlesland,FL,Bhutan,,0,Low
64,Male,114075,683,33459,Home,Self-employed,7,Excellent,0.223118607,266721,2,Lake Brandonbury,OH,Belarus,3,1,Low
66,Female,23333,700,8691,Business,Self-employed,1,Poor,0.581937727,224931,4,Wardville,IN,Montenegro,0,2,Low
51,Non-binary,101257,605,39027,Home,Employed,8,Good,0.103664061,139602,,Lake Sarahborough,AS,Sudan,0,0,Low
61,Non-binary,75304,624,43429,Business,Unemployed,2,Good,0.36522977,154750,0,Christinamouth,UT,Bangladesh,1,2,Low
27,Non-binary,119341,669,38606,Auto,Self-employed,8,Poor,0.511823254,151850,,Sheliachester,AK,Mexico,1,0,Low
67,Non-binary,58398,603,45069,Auto,Employed,14,Poor,0.102284585,114564,0,New Victoria,NV,British Indian Ocean Territory (Chagos Archipelago),0,2,Low
22,Male,26023,761,33300,Personal,Employed,14,Fair,0.581572422,32265,3,Robertbury,IL,Svalbard & Jan Mayen Islands,,0,Low
50,Male,58733,702,30150,Auto,Unemployed,18,Good,0.491573038,265600,1,Lake Paige,LA,Guyana,0,0,Low
29,Male,47453,717,20360,Business,Unemployed,6,Good,0.235224944,114799,2,Wesleyshire,NJ,Nicaragua,3,2,Low
33,Male,54018,723,20117,Business,Employed,17,Excellent,0.369325114,153161,2,Ronnieburgh,AL,Greenland,1,0,Medium
30,Male,23879,773,39495,Business,Employed,15,Fair,0.305476037,129753,,Port Mirandabury,HI,Brazil,,2,Medium
25,Non-binary,92082,673,11866,Personal,Unemployed,14,Good,0.341998511,85031,1,North Megan,SC,Cape Verde,2,0,Medium
22,Non-binary,117284,727,13996,Business,Unemployed,1,Fair,0.222826076,190901,,Lake Sarah,ID,Timor-Leste,3,1,Low
41,Female,44044,653,40301,Personal,Employed,6,Good,0.512761001,168077,1,East Martinmouth,VI,French Guiana,3,0,Low
65,Female,30162,771,20455,Business,Self-employed,13,Excellent,0.290644354,227598,0,North Amanda,MH,British Virgin Islands,1,2,Medium
55,Male,103583,666,30985,Personal,Unemployed,10,Poor,0.29187931,238144,3,West Lauraville,PW,Qatar,,0,Low
49,Male,20982,779,47146,Home,Self-employed,15,Good,0.193327283,39994,3,Lake Anthony,CT,Eritrea,2,2,Low
34,Male,117812,699,12452,Auto,Employed,12,Excellent,0.266035522,291552,3,New Brendan,AZ,Switzerland,,0,Low
68,Male,49692,703,5298,Personal,Employed,12,Excellent,0.210479522,153524,3,Davisfort,VI,Mauritius,1,0,Low
18,Male,82345,768,41843,Personal,Employed,3,Poor,0.533141701,186649,0,North James,MS,Bolivia,2,0,Low
55,Female,22221,763,35560,Home,Unemployed,4,Poor,0.588067177,189128,,New Marilynburgh,NC,Egypt,,1,High
37,Male,54409,642,29513,Home,Employed,14,Fair,0.423625811,243686,1,Petersonborough,MS,United States Minor Outlying Islands,3,0,Medium
35,Female,113566,686,31362,Auto,Employed,10,Excellent,0.318388575,183782,4,North Amy,SC,Saint Barthelemy,2,1,Low
52,Non-binary,64493,674,9677,Business,Unemployed,9,Fair,0.143662248,90805,3,Vaughnshire,NY,Svalbard & Jan Mayen Islands,4,1,Medium
65,Non-binary,47924,679,22253,Auto,Self-employed,14,Poor,0.417681509,85781,2,North Susanbury,ME,Iran,1,2,Medium
51,Non-binary,114194,714,30189,Home,Self-employed,2,Poor,0.539648997,41544,,Lake Ethan,IA,Uzbekistan,2,2,Low
33,Non-binary,48833,620,41792,Home,Employed,11,Fair,0.535761536,198309,0,Lake Brandon,MN,British Virgin Islands,,2,High
54,Male,72136,792,30786,Personal,Employed,4,Fair,0.202608274,242005,2,East Derrickhaven,VT,Mozambique,1,2,Medium
33,Female,32129,647,34309,Business,Self-employed,11,Good,0.346677924,228991,0,Laurieborough,NH,Cyprus,3,0,High
63,Female,111954,781,19425,Business,Self-employed,1,Good,0.275692986,24920,,Stokeshaven,OK,Saint Martin,0,1,Low
35,Non-binary,66458,625,22681,Personal,Self-employed,5,Poor,0.477886606,217260,4,East James,CA,Seychelles,2,0,Low
36,Non-binary,106623,686,12496,Home,Unemployed,18,Good,0.212763326,186297,1,New Kerri,ME,Burundi,0,2,Low
58,Female,84202,730,15515,Auto,Employed,8,Good,0.146485311,215248,3,Lake Davidton,MT,Egypt,4,0,Medium
39,Non-binary,21607,696,39459,Personal,Unemployed,11,Good,0.32602272,57160,1,Katherineshire,CA,Kazakhstan,3,1,Low
37,Non-binary,118642,759,35487,Auto,Self-employed,1,Good,0.387774613,108782,4,Port Ashleyberg,GU,Mozambique,1,1,Medium
66,Male,86453,740,8796,Business,Self-employed,13,Poor,0.423597097,127263,2,New Crystal,MO,Svalbard & Jan Mayen Islands,3,1,Medium
44,Female,117904,744,32254,Auto,Unemployed,11,Fair,0.567444477,55653,4,Heatherborough,MA,Lesotho,2,1,Low
20,Male,40662,717,19263,Home,Employed,7,Good,0.449971457,187205,1,Pamelaton,AR,Fiji,3,0,Low
48,Female,97513,672,33222,Auto,Unemployed,2,Fair,0.570696175,179358,3,New Ryanside,AL,Bolivia,2,1,Low
28,Male,68861,746,40989,Personal,Self-employed,2,Poor,0.269830241,145379,0,New Douglas,GA,Burkina Faso,2,1,Medium
52,Non-binary,72833,689,40472,Personal,Employed,11,Fair,0.131977306,126492,,South Laura,WV,Uganda,4,0,Low
49,Non-binary,71750,744,6703,Home,Unemployed,15,Fair,0.273563713,214801,1,East Jonathan,NV,Saint Kitts and Nevis,2,2,Medium
68,Male,25250,602,44047,Auto,Employed,9,Good,0.556376404,57120,3,Ryanstad,MS,Tonga,4,0,Low
20,Non-binary,48807,754,48105,Business,Employed,8,Fair,0.262034097,267029,4,Davidland,NY,Chile,2,2,Low
50,Male,21845,750,44009,Business,Self-employed,9,Excellent,0.105955687,144384,4,West Nicoletown,AZ,Algeria,1,2,Low
32,Male,47341,612,39005,Home,Unemployed,15,Good,0.554991159,264639,0,South Kenneth,IL,New Zealand,4,2,Low
23,Female,67024,687,24653,Personal,Unemployed,9,Excellent,0.168163218,150077,,East Steven,ND,Bosnia and Herzegovina,0,2,Low
21,Male,26861,767,28217,Personal,Unemployed,3,Poor,0.436239986,38263,,Port Mariemouth,MN,Bhutan,4,2,Medium
69,Male,83056,741,38904,Business,Self-employed,6,Excellent,0.135644436,245687,4,Port Michelleview,WV,Benin,,0,Medium
54,Male,100799,682,18640,Auto,Unemployed,11,Poor,0.250644412,284640,3,Lake Mary,VT,Hong Kong,,1,Low
23,Female,118428,697,25508,Business,Employed,9,Poor,0.508672695,181995,3,East Donald,OK,Eritrea,1,2,High
65,Female,95561,692,11261,Auto,Employed,3,Poor,0.282826887,229180,1,South Catherinefurt,DC,Timor-Leste,0,1,Low
56,Male,64322,638,35206,Auto,Self-employed,9,Excellent,0.411511655,271852,1,Sharonview,NY,Serbia,0,0,Low
41,Male,73096,711,25710,Auto,Self-employed,5,Fair,0.327889222,138680,2,Donnafurt,RI,Thailand,4,1,Medium
60,Non-binary,82851,679,28306,Home,Self-employed,9,Fair,0.481279028,188937,2,Hancockberg,RI,Netherlands,1,0,Low
35,Non-binary,67878,637,17939,Home,Unemployed,6,Poor,0.491751307,106746,0,Ramirezburgh,MI,Uruguay,,1,Low
46,Non-binary,96607,753,41969,Personal,Self-employed,10,Good,0.262143804,159083,3,Obrienfort,IN,Mali,4,2,Medium
47,Female,102093,657,42301,Home,Self-employed,18,Good,0.476311052,96498,0,Lake Amy,UT,Tonga,1,2,Low
58,Non-binary,42219,620,30416,Home,Unemployed,10,Good,0.422461969,59049,,Carolyntown,KY,Indonesia,,2,Low
34,Non-binary,46049,751,43321,Home,Employed,5,Fair,0.541231531,129120,2,New Joseph,WV,Japan,4,0,Medium
35,Male,110727,755,44452,Business,Employed,4,Poor,0.174752997,108342,2,North Andrewtown,IA,Philippines,4,0,Medium
34,Female,83642,751,12190,Auto,Unemployed,5,Poor,0.344117063,182869,1,Willisside,PR,Monaco,0,2,Medium
34,Male,25678,613,25372,Personal,Self-employed,9,Excellent,0.391187046,138067,1,Anthonyberg,WA,Holy See (Vatican City State),4,2,High
40,Non-binary,105265,763,27903,Auto,Employed,1,Poor,0.43994221,249185,2,Mitchelltown,VI,Suriname,4,1,Medium
52,Male,80945,701,46784,Business,Employed,9,Excellent,0.101206916,73496,2,Vasquezport,VA,Vietnam,1,1,Low
43,Female,71993,729,27055,Home,Unemployed,17,Excellent,0.561604383,221593,1,North Edwardtown,RI,Gabon,3,0,Low
22,Male,32869,741,39837,Auto,Employed,0,Fair,0.313593057,273528,4,Timothyton,OK,Hungary,4,1,High
22,Non-binary,86846,684,47335,Auto,Unemployed,0,Poor,0.463929252,37738,3,Grantside,SC,Cameroon,0,2,Low
41,Male,31066,636,41610,Home,Employed,9,Fair,0.536186731,30732,1,Port Kyle,TX,Korea,2,2,Low
69,Female,58653,640,45791,Auto,Unemployed,16,Fair,0.322889271,248472,4,East Michaelport,WY,Cuba,0,0,Low
55,Non-binary,25870,725,25375,Business,Unemployed,4,Fair,0.330124804,181851,1,North James,WV,Lithuania,2,1,Medium
52,Female,50194,699,38540,Personal,Self-employed,7,Good,0.543363844,94821,0,Sparksborough,IA,Vietnam,4,2,Low
62,Female,91922,673,46144,Business,Self-employed,17,Good,0.586784674,242664,1,Jaclynside,MP,Afghanistan,3,0,High
42,Female,26609,618,9025,Personal,Self-employed,14,Poor,0.53713655,219804,,Lake Melaniebury,OH,Sao Tome and Principe,2,0,High
36,Female,25385,616,45091,Auto,Self-employed,19,Poor,0.414046502,255416,1,West Barrybury,KY,Gabon,1,1,Low
45,Non-binary,49048,718,8107,Auto,Self-employed,5,Excellent,0.465678658,212305,2,South Calvinfort,RI,New Caledonia,3,0,Medium
56,Male,64016,622,9817,Auto,Unemployed,12,Excellent,0.209975233,210156,1,Robinsonstad,VI,Tokelau,0,0,Medium
42,Male,70955,724,30485,Personal,Employed,2,Excellent,0.380756303,265072,,Port Jennifer,MN,Serbia,3,1,Low
20,Female,60682,622,20907,Home,Employed,6,Good,0.312462291,216240,1,Jamesburgh,VT,Korea,1,1,Medium
42,Female,107914,694,7194,Personal,Self-employed,4,Excellent,0.598974668,289015,0,North Scott,ND,Singapore,4,0,Low
66,Male,33440,709,10260,Business,Self-employed,1,Fair,0.261983207,116976,4,West Cherylmouth,CO,Canada,,2,Low
64,Male,79424,625,28738,Personal,Unemployed,2,Excellent,0.455580758,98803,,Cherylhaven,ID,Mayotte,3,0,High
34,Female,29616,631,7604,Personal,Employed,12,Poor,0.541032197,208788,4,North Cody,UT,French Guiana,4,0,Low
62,Male,56855,631,15112,Business,Employed,14,Fair,0.15868985,203808,4,West Peter,MH,Nigeria,4,0,Medium
60,Non-binary,63237,740,48293,Business,Employed,5,Good,0.450508447,266517,3,Olsonstad,AK,South Georgia and the South Sandwich Islands,1,1,Low
44,Female,95287,630,22851,Business,Employed,6,Good,0.357557725,144151,4,Brownhaven,SC,Turkey,,2,Low
18,Male,82160,752,28519,Home,Employed,2,Excellent,0.312874331,23422,3,Port Joseph,LA,El Salvador,2,2,Medium
66,Female,84175,605,40469,Business,Unemployed,17,Fair,0.58037669,190341,2,Rodgersburgh,NH,Hong Kong,4,1,Low
39,Male,92489,639,7304,Business,Employed,19,Poor,0.229812329,215616,1,Ashleyburgh,IL,Argentina,4,0,Low
45,Female,71253,652,27307,Auto,Self-employed,12,Poor,0.321240119,107350,1,Lake Pamelabury,WA,Mauritius,0,0,Medium
60,Non-binary,26242,637,44308,Home,Employed,18,Excellent,0.329671971,258070,4,North Johnnystad,PA,Aruba,1,1,Medium
36,Male,47987,793,7973,Business,Unemployed,1,Fair,0.258701188,104222,3,New Matthewborough,MP,Lithuania,0,2,Medium
50,Male,70639,782,15844,Personal,Unemployed,7,Poor,0.440655471,26758,1,Lake Carol,MS,Dominican Republic,4,0,Low
46,Female,110159,790,29837,Home,Self-employed,12,Poor,0.369030892,240011,1,West Tiffany,HI,Antarctica (the territory South of 60 deg S),2,1,Medium
35,Non-binary,66526,732,29837,Home,Self-employed,18,Poor,0.509285645,294341,,East Breannaburgh,AK,Netherlands,1,2,Low
28,Female,112526,752,36288,Personal,Employed,10,Fair,0.474230652,184535,1,East Jessicabury,NY,Equatorial Guinea,2,1,Low
29,Male,68196,739,35275,Personal,Employed,1,Poor,0.497855751,262266,3,Brianstad,CT,British Indian Ocean Territory (Chagos Archipelago),3,1,High
56,Female,73871,689,45186,Auto,Employed,12,Good,0.558789805,121187,1,Johnsonborough,FL,Trinidad and Tobago,1,2,Medium
33,Non-binary,101447,640,21855,Business,Self-employed,0,Fair,0.182835177,243032,2,Olsontown,DE,Mayotte,1,2,Low
68,Female,78548,755,48196,Home,Unemployed,16,Good,0.128244937,88255,3,New Christopher,MD,Belgium,,0,Low
51,Non-binary,83252,760,27869,Personal,Self-employed,16,Fair,0.416922222,23546,3,East Timothychester,NC,United Arab Emirates,0,2,High
61,Male,39856,680,17699,Auto,Employed,0,Good,0.19623297,154041,,Williamsmouth,AK,Taiwan,1,0,Low
30,Non-binary,41470,662,25724,Home,Self-employed,5,Poor,0.336825085,145766,0,Lake Joseton,CA,Honduras,2,1,Low
68,Male,115525,742,28291,Auto,Unemployed,2,Good,0.417685254,291120,1,Stevenview,SD,Puerto Rico,,1,Low
56,Non-binary,36926,700,46525,Business,Self-employed,16,Excellent,0.139047825,220452,4,Richardburgh,GA,Guam,2,0,Medium
20,Non-binary,76865,628,9507,Business,Self-employed,5,Good,0.25653639,214753,4,Garciafort,PW,Tajikistan,,2,Medium
63,Female,115198,617,36000,Personal,Employed,1,Poor,0.237218593,155070,1,North Danielfurt,WA,Christmas Island,1,0,Medium
43,Non-binary,83238,630,47925,Business,Unemployed,3,Good,0.323466626,93074,0,Port Davidbury,NY,Russian Federation,4,1,Low
22,Female,65420,797,18847,Home,Employed,6,Poor,0.195950661,35607,1,Harringtonmouth,GU,Korea,1,2,Medium
64,Non-binary,38688,737,46437,Personal,Unemployed,9,Excellent,0.480067302,259692,4,Roachview,AS,Croatia,,2,Low
43,Male,73900,613,18831,Personal,Self-employed,10,Excellent,0.468275598,234425,3,Jenniferchester,MT,Albania,0,2,Low
49,Male,33582,681,5236,Home,Unemployed,11,Good,0.393562531,65973,3,New Scott,MP,Ghana,0,2,Low
66,Non-binary,92629,750,41473,Auto,Unemployed,17,Fair,0.588914932,120306,,Benderport,WY,Belize,4,1,Low
40,Non-binary,58368,735,32968,Business,Employed,12,Excellent,0.257972299,228140,2,East Marilyn,MI,Saint Barthelemy,4,2,Medium
28,Male,70859,779,40292,Auto,Employed,19,Good,0.261394235,57335,4,New Nicholasview,NE,Seychelles,0,1,Low
38,Male,110183,712,31117,Personal,Employed,6,Fair,0.404270802,41247,,North Laura,CT,Turkmenistan,0,2,Medium
39,Male,31628,738,10235,Home,Unemployed,13,Fair,0.196248801,35251,0,Port Ashley,CO,Syrian Arab Republic,4,2,Low
39,Male,52194,690,47771,Personal,Employed,11,Fair,0.337147058,262230,3,Beckerbury,DE,British Virgin Islands,2,2,Medium
61,Non-binary,43229,765,26213,Business,Unemployed,7,Poor,0.355862352,26024,0,New Scott,WI,Morocco,4,0,Medium
54,Male,87143,752,43577,Home,Unemployed,10,Poor,0.102257024,120983,1,Colemantown,MS,South Georgia and the South Sandwich Islands,1,1,Low
48,Male,103576,604,37746,Auto,Self-employed,19,Fair,0.297905801,161919,3,South Josephport,AS,Nauru,3,0,Medium
59,Male,32857,693,44060,Home,Unemployed,4,Excellent,0.319247196,254436,0,Michelestad,NH,Guernsey,,2,Medium
29,Non-binary,35900,752,49891,Home,Self-employed,11,Poor,0.213565782,126761,0,South Rachelbury,RI,Namibia,2,0,Low
